Facility Name,Type,Health Facility Code,Classification,Street Name and #,Zip Code,Barangay Name,Landline Number,lon,lat,level,PRCP,BedSpace,OpRoom,RecRoom,MatWard,IsoRoom,dental,blood,pathology,radiology,pharmacy,CMDCDH_2,Spec1,ICU,NICU,HRPU,RTS,TerClin,MobX,Teach_3,PRU,ASC,Dialysis,BBank,Hispa,radiology3,HIVTreat,HIVTest,City
Maria Clara Health Center,Rural Health Unit,2675,Government,Araullo Street,0,Hagdang Bato Libis,0,120.9921028,14.6093525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Sipac-Almacen Health Center,Rural Health Unit,2711,Government,A. Santiago Street,1485,Sipac-Almacen,0,120.945917,14.657574300000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Tayabas Health Center,Rural Health Unit,2723,Government,2221 Molave Street,0,Barangay 228,+63 022521401,120.97739540000002,14.6283043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Canumay East Health Center,Rural Health Unit,2733,Government,D. Bonifacio,0,Canumay,+63 024450598,120.99340579999999,14.720065700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Meisic Health Center,Rural Health Unit,2770,Government,6811 Felipe Street,0,Barangay 288,+63 022442108,120.9731659,14.604649900000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Valeriano Fugoso Health Center,Rural Health Unit,2800,Government,A. H. Lacson Street Corner Aragon Street,0,0,+63 027407470,120.04341200000002,15.7730771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Isla Health Center,Rural Health Unit,2822,Government,0,0,Isla,+63 024445547,120.9524951,14.7035467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
New Lower Bicutan Health Center,Rural Health Unit,2885,Government,Purok I Manuel L. Quezon Avenue,0,Lower Bicutan,0,121.0593142,14.4908456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Veterans Memorial Medical Center,Hospital,2911,Government,"North Avenue, Diliman",0,Bagong Pag-Asa,+63 029276426,121.04150179999999,14.6531372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Tangos Health Center,Rural Health Unit,2940,Government,A. Cruz Street,1489,Tangos,0,120.93268940000002,14.6744266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Tandang Sora Health Center,Rural Health Unit,2946,Government,506 Quirino Highway,0,Talipapa,+63 024556904,121.0247081,14.6869206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
The Clinic Of The Holy Spirit Inc,Hospital,3001,Private,"4 La Street Immaculate Conception, Cubao",0,E. Rodriguez,+63 021718047,121.05214299999999,14.6273978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
M-Tech Medical Hospital,Hospital,3012,Private,0,0,0,0,121.0244452,14.554729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Palatiw Health Center,Rural Health Unit,3023,Government,M.H. Del Pilar,0,Palatiw,0,121.08957009999999,14.560045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Bagong Silang Phase 2 Health Center,Rural Health Unit,3029,Government,Bagong Silang Phase 2,0,Barangay 176,0,121.03824669999999,14.784104600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Palingon Health Center,Rural Health Unit,3053,Government,F. Manalo Street,0,Palingon,0,121.0865346,14.531854000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Philippine National Police General Hospital,Hospital,3066,Government,"Edsa, Camp Crame",0,Bagong Lipunan Ng Crame,+63 027226850,121.0537382,14.613610399999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Serrano Health Center,Rural Health Unit,3067,Government,Serrano Subdivision,0,Marulas,+63 024457199,120.9817703,14.673664000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Jesus De La Peña Health Center,Rural Health Unit,3071,Government,Malvar Street,0,Jesus De La Pe??A,+63 029480412,121.09180729999999,14.633958600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Buli Health Center,Rural Health Unit,3163,Government,Buli Barangay Hall,0,Buli,0,121.0499932,14.4435274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Delos Santos - Sti Medical Center,Hospital,3191,Private,201 E. Rodriguez Sr. Boulevard,0,Kalusugan,+63 027220773,121.017648,14.619821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Guadalupe Nuevo Health Center,Rural Health Unit,3241,Government,Nuestra Señora De Guadalupe Street,0,Guadalupe Nuevo,+63 028811288,121.04585320000001,14.5615234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Bayanan Health Center (Main),Rural Health Unit,3320,Government,Purok 4 San Guillermo Street,0,Bayanan,+63 028620124,121.05003719999999,14.4094624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Bagong Silang Phase 10 Health Center,Rural Health Unit,3323,Government,Bagong Silang Phase 10,0,Barangay 176,0,121.03824669999999,14.784104600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Torres Bugallon Health Center,Rural Health Unit,3349,Government,Torres Bugallon Street,0,Barangay 5,0,120.97273179999999,14.6564389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
North Bay Boulevard North Health Center,Rural Health Unit,3359,Government,Pescador 2 Street,1411,"North Bay Blvd., North",+63 023835633,120.9559284,14.641793700000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Navotas
Balingasa Health Center,Rural Health Unit,3365,Government,J. Aquino Street,0,Balingasa,0,121.0051936,14.647248800000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Calzada Health Center,Rural Health Unit,3382,Government,Ruhale Street,0,Calzada,0,121.0808034,14.5301089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
South Cembo Health Center,Rural Health Unit,3392,Government,General Del Pilar Street,0,South Cembo,+63 027281830,121.04942460000001,14.560194099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Tagalag Health Center,Rural Health Unit,3423,Government,Balikatan Street,0,Tagalag,+63 024454847,120.93743319999999,14.724549300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Ermin Garcia Health Center,Rural Health Unit,3457,Government,No. 53 Cambridge Street Cubao,0,E. Rodriguez,0,121.097729,14.598650699999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Camp General Emilio Aguinaldo Station Hospital,Hospital,3467,Government,Camp General Emilio Aguinaldo,0,Camp Aguinaldo,+63 029116001,121.0680551,14.626695499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Kamuning Super Health Center,Rural Health Unit,3482,Government,19 T. Gener Street Corner K 5Th Street,0,Kamuning,0,121.037023,14.626134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Holy Spirit Health Center,Rural Health Unit,3483,Government,373 Santa Catalina Street,0,Holy Spirit,0,121.082779,14.689859400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Commonwealth Health Center,Rural Health Unit,3484,Government,Katuparan Street,0,Commonwealth,0,121.0822362,14.696697199999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
M. H. Pedro Health Center,Rural Health Unit,3485,Government,"13 Juanaria P. Eugenio Street, Philand Subdivision",0,Pasong Tamo,+63 029307970,121.0591368,14.682138199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Balubad Health Center,Rural Health Unit,3487,Government,Balubad Street,0,Nangka,0,121.1042699,14.671177400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Ospital Ng Muntinlupa,Hospital,3499,Government,Civic Drive Filinvest Corporate,0,Alabang,+63 027710457,121.04761940000002,14.4170343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Muntinlupa
Pugad Lawin Health Center,Rural Health Unit,3546,Government,Champaca Ii Street,0,Fortune,+63 029431283,121.1280781,14.658875199999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Las Pinas
Pugad Lawin Health Center,Rural Health Unit,3546,Government,Champaca Ii Street,0,Fortune,+63 029431283,121.1280781,14.658875199999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
J. Posadas Health Center,Rural Health Unit,3569,Government,Nepa Street Corner Rodriguez Street,0,Barangay 139,+63 022537562,120.9677561,14.631252100000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
San Isidro Health Center,Rural Health Unit,3571,Government,Dominga Street,1306,Barangay 48,+63 028315275,120.9985247,14.556746100000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paranaque
San Isidro Health Center,Rural Health Unit,3571,Government,Dominga Street,1306,Barangay 48,+63 028315275,120.9985247,14.556746100000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
San Isidro Health Center,Rural Health Unit,3571,Government,Dominga Street,1306,Barangay 48,+63 028315275,120.9985247,14.556746100000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
San Isidro Health Center,Rural Health Unit,5582,Government,Ford Corner Marconi Street,0,San Isidro,+63 028876305,121.00039699999999,14.555763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paranaque
San Isidro Health Center,Rural Health Unit,5582,Government,Ford Corner Marconi Street,0,San Isidro,+63 028876305,121.00039699999999,14.555763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
San Isidro Health Center,Rural Health Unit,5582,Government,Ford Corner Marconi Street,0,San Isidro,+63 028876305,121.00039699999999,14.555763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
North Fairview Health Center,Rural Health Unit,3592,Government,Avon Street,0,North Fairview,0,121.06098459999998,14.7105586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Pinalagad Health Center,Rural Health Unit,3632,Government,Pinagpala Street Area I,0,Malinta,+63 022927297,120.9631176,14.690786600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Kasilawan Health Center,Rural Health Unit,3732,Government,2094 E. Pascua Street,0,Kasilawan,+63 028976494,121.01583000000001,14.575866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Paso De Blas Health Center,Rural Health Unit,3755,Government,0,0,Paso De Blas,+63 022926372,120.9937706,14.7042539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Elysian Health Center,Rural Health Unit,3839,Government,Elysian Subdivision,0,Marulas,+63 024451864,120.9817703,14.673664000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
M. Earnshaw Health Center,Rural Health Unit,3840,Government,677 M. Earnshaw Street,0,0,+63 027498273,120.99325209999999,14.6063947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Ma. Clara Health Center,Rural Health Unit,3841,Government,1801 Ma. Clara Street Corner Prudencio Street,0,Barangay 483,+63 027312661,120.99079350000001,14.6178704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
A. Mabini Health Center,Rural Health Unit,3842,Government,899 Gonzalo Puyat Street,0,Barangay 392,+63 027357131,120.9833503,14.6007155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
M. Dela Cruz Health Center,Rural Health Unit,3843,Government,M. Dela Cruz Street,1300,Barangay 128,+63 028436003,121.00738229999999,14.546456599999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
Amang Rodriguez Medical Center,Hospital,3872,Government,Sumulong Highway,0,Santo Ni??O,+63 029420245,121.1013186,14.6350505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Tejeros Health Center,Rural Health Unit,3897,Government,2903 H. Santos Street,0,Tejeros,+63 028909636,121.01503840000001,14.574954199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Rincon Health Center,Rural Health Unit,3898,Government,Felo I Subdivision,0,Rincon,0,120.95979240000001,14.699566099999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Project 4 Health Center,Rural Health Unit,3925,Government,P. Tuazon Corner Kalantiaw Street,0,Bagumbuhay,+63 029125244,121.06437959999998,14.6241218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Polo Health Center,Rural Health Unit,3977,Government,74 M.H. Del Pilar,0,Poblacion,0,120.94881399999998,14.713643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Neopolitan General Hospital,Hospital,4022,Private,Flordeliza Bldg. Km23 Lagro,0,Greater Lagro,+63 029364575,121.0631906,14.7275742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Saniboy Health Center,Rural Health Unit,4051,Government,Saniboy Street,0,Hulo,0,121.02670810000001,14.575634299999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Ligid Health Center,Rural Health Unit,4082,Government,Labao Street,0,Ligid-Tipas,+63 026425378,121.0779377,14.5434511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Nangka Health Center,Rural Health Unit,4099,Government,Balubad Street,0,Nangka,+63 029431279,121.1042699,14.671177400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Namayan Health Center,Rural Health Unit,4110,Government,Claro Castañeda,0,Namayan,0,121.0193429,14.580255300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Paltoc Health Center,Rural Health Unit,4151,Government,San Jose Street Corner Pureza Street,0,Barangay 421,+63 027150356,121.00428159999998,14.6024995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Mayor Delfin C. Salonga Memorial Health Center,Rural Health Unit,4171,Government,Emerald Subdivision M. Lozado Street,0,Santo Rosario-Kanluran,+63 026413246,121.06754879999998,14.5517584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pateros
Sumilang Super Health Center,Rural Health Unit,4173,Government,0,0,Santa Rosa,0,121.0851097,14.5763768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Batasan Hills Annex Health Center,Rural Health Unit,4364,Government,"1 Bill Street, Talanay A",0,Batasan Hills,0,121.0965637,14.681641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Marulas Mega Health Center,Rural Health Unit,4390,Government,Tamaraw Hills,0,Marulas,+63 022917284,120.9823111,14.6791571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
Welfareville Health Center (Main),Rural Health Unit,4416,Government,Block 13 Welfareville Compound,0,Addition Hills,0,121.03852690000001,14.5938309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Santo Niño Health Center,Rural Health Unit,4440,Government,B. Santos Street,0,Santo Ni??O,0,121.0971855,14.640650699999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paranaque
Santo Niño Health Center,Rural Health Unit,4440,Government,B. Santos Street,0,Santo Ni??O,0,121.0971855,14.640650699999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Mercedes De Joya Health Center,Rural Health Unit,4457,Government,Dapitan Street Corner Mayon Street,0,Santa Teresita,0,120.9997247,14.6220329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Army General Hospital,Hospital,4489,Government,0,0,Fort Bonifacio,0,121.0503183,14.5408671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
Quezon Institute,Hospital,4499,Private,E. Rodriguez Sr. Boulevard,0,Santol,+63 027813761,121.01187140000002,14.6186497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Leveriza Health Center,Rural Health Unit,4500,Government,Leveriza Street Corner Gil Puyat Avenue,1300,Barangay 23,+63 025265517,120.99451470000001,14.553660999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasay
Marikina Heights Health Center,Rural Health Unit,4523,Government,"Campagnat Street, Cor East Drive St.",0,Marikina Heights (Concepcion),+63 029346063,121.1140247,14.6687369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Central Bicutan Health Center Osano,Rural Health Unit,4530,Government,Phase 1,0,Central Bicutan,0,121.04585279999999,14.5140332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taguig
"P. Gonzales Memorial Hospital, Inc.",Hospital,4582,Private,582 J.P. Rizal Street,0,Malanday,+63 029337231,121.0943144,14.637020999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marikina
Sangandaan Health Center,Rural Health Unit,4617,Government,"Premium Street, Gsis Village",0,Sangandaan,0,121.02060859999999,14.6734447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Afp Medical Center,Hospital,4639,Government,V. Luna Road,0,Pinyahan,+63 029211753,121.05055829999999,14.6370921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
New Bilibid Prison Hospital,Hospital,4643,Government,Bureau Of Correction,0,Poblacion,+63 028500140,121.0290335,14.385411800000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
West Rembo Health Center,Rural Health Unit,4661,Government,J.P. Rizal Street,0,West Rembo,+63 027525507,121.06327549999999,14.539392300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Barangka Ibaba Health Center,Rural Health Unit,4687,Government,P. Oliveros Street,0,Barangka Ibaba,+63 025333087,121.03852690000001,14.5692613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Buayang Bato Health Center,Rural Health Unit,4688,Government,Pioneer Street,0,Buayang Bato,0,121.0510074,14.570825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Highway Hills Health Center,Rural Health Unit,4689,Government,34 Mariveles Street,0,Highway Hills,0,121.04790200000001,14.580807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mandaluyong
Gat Andres Bonifacio Memorial Medical Center,Hospital,4708,Government,Delpan Street,0,Barangay 12,+63 022454366,120.96481750000001,14.600277300000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Kabayanan Puericulture Family Planning Center,Rural Health Unit,4762,Government,F. Blumentritt Street,1500,Kabayanan,0,120.998178,14.6190429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Juan
San Lazaro Hospital,Hospital,4799,Government,Quiricada Street,0,Barangay 331,+63 027116120,120.9816131,14.613214000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Manila
Arsenio H. Lacson Health Center,Rural Health Unit,4806,Government,Plaza Hugo Street,0,Barangay 884,+63 025634257,121.01523259999999,14.5807562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
E. Rodriguez Health Center,Rural Health Unit,4807,Government,Violet St. 11Th Ave. Grace Park,0,Barangay 93,0,120.9908585,14.6522606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
E. Rodriguez Health Center,Rural Health Unit,4807,Government,Violet St. 11Th Ave. Grace Park,0,Barangay 93,0,120.9908585,14.6522606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
E. Rodriguez Health Center,Rural Health Unit,5625,Government,150 Pajo Street,0,Quirino 2-B,+63 029212748,121.0614584,14.6331408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
E. Rodriguez Health Center,Rural Health Unit,5625,Government,150 Pajo Street,0,Quirino 2-B,+63 029212748,121.0614584,14.6331408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Pineda Health Center,Rural Health Unit,4889,Government,"Banaag Street, Purok 3",0,Pineda,+63 026319364,121.063608,14.563646300000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Excellent Community Care Center,Hospital,4927,Private,141 Roosevelt Ave.,0,Paraiso,+63 023746200,121.01680159999998,14.6391731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Kalawaan Health Center,Rural Health Unit,4954,Government,Captain Sixto Cuevas Resettlement,0,Kalawaan,+63 026425648,121.086626,14.5487915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pasig
Amparo Health Center,Rural Health Unit,4976,Government,0,0,Barangay 179,0,121.0765048,14.7544908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Pio Del Pilar Puericulture Center,Rural Health Unit,5021,Government,"Santuico Street, Pio Del Pilar",0,Pio Del Pilar,+63 027500330,121.0122309,14.5551285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Makati
Batasan Hills Super Health Center,Rural Health Unit,5074,Government,"2Nd Floor, Ibp Road Corner Commonwealth Avenue",0,Batasan Hills,0,121.0870702,14.686864000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quezon
Bagong Barrio Zone I Health Center,Rural Health Unit,5087,Government,Malolos Avenue,0,Barangay 143,0,120.99655039999999,14.6646032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalookan
Bagong Barangay Health Center,Rural Health Unit,5088,Government,West Zamora Street,0,Barangay 842,+63 025630194,121.0005459,14.585226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manila
Putatan Health Center (Bagong Lipunan),Rural Health Unit,5090,Government,"Health Center Complex, National Road Corner Bliss",0,Putatan,0,121.0363768,14.3983677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muntinlupa
Balangkas Health Center,Rural Health Unit,5109,Government,Sampaguita Street,0,Balangkas,+63 024449226,120.9730449,14.679929699999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valenzuela
